# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Wed Nov  8 14:40:44 2023
#
# User preference: *
#
# CONSTRAINT:  where (pl_radestr not null
# CONSTRAINT:  and pl_massestr not null)
#
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_masse:       Planet Mass [Earth Mass]
# COLUMN pl_masseerr1:   Planet Mass [Earth Mass] Upper Unc.
# COLUMN pl_masseerr2:   Planet Mass [Earth Mass] Lower Unc.
# COLUMN pl_masselim:    Planet Mass [Earth Mass] Limit Flag
#
pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_masse,pl_masseerr1,pl_masseerr2,pl_masselim
18.786,0.572,-0.370,0,1137.83140,184.34140,-184.34140,0
15.043,0.762,-0.762,0,564.44200,24.47200,-24.47200,0
16.421,0.179,-0.179,0,571.77617,12.71320,-12.71320,0
16.713,0.684,-0.684,0,534.59006,6.67443,-6.35660,0
15.278,2.186,-0.975,0,564.44200,24.47200,-15.57300,0
15.906,1.995,-0.953,0,566.05523,25.74423,-17.79848,0
16.926,2.354,-2.354,0,584.80720,168.44990,-168.44990,0
16.926,0.224,-0.224,0,574.00098,11.44188,-11.44188,0
20.961,1.681,-1.121,0,2154.88740,,,0
16.810,0.900,-0.670,0,483.08000,57.21000,-50.85000,0
15.693,1.457,-1.457,0,406.82240,85.81410,-85.81410,0
16.814,0.785,-0.785,0,430.34182,11.12405,-11.12405,0
15.614,0.751,-0.729,0,238.05467,20.34112,-20.02329,0
15.690,0.670,-0.670,0,247.90000,28.60000,-28.60000,0
15.693,,,0,212.94610,25.42640,-25.42640,0
15.693,0.673,-0.673,0,241.86863,31.78300,-29.24036,0
15.468,1.121,-1.121,0,247.27174,26.37989,-26.37989,0
14.594,1.816,-1.098,0,589.55000,83.26800,-62.29200,0
14.594,1.793,-1.098,0,556.20250,60.38770,-60.38770,0
10.862,0.684,-0.504,0,167.17858,25.74423,-25.74423,0
10.862,0.684,-0.504,0,185.93055,30.82951,-38.13960,0
16.926,0.874,-0.874,0,270.15550,38.13960,-38.13960,0
16.668,0.347,-0.347,0,263.79890,31.78300,-31.78300,0
15.132,1.906,-1.906,0,756.43540,34.96130,-34.96130,0
15.513,0.661,-0.661,0,759.61370,27.65121,-27.65121,0
13.585,0.392,-0.392,0,172.58169,22.88376,-22.88376,0
13.585,0.392,-0.392,0,188.15536,27.65121,-31.14734,0
11.657,0.336,-0.224,0,340.07810,22.24810,-22.24810,0
11.646,0.359,-0.247,0,340.39593,22.24810,-22.24810,0
11.646,0.359,-0.247,0,339.76027,29.87602,-30.82951,0
12.386,0.448,-0.448,0,689.69110,47.67450,-47.67450,0
14.572,1.681,-1.681,0,1039.30410,60.38770,-60.38770,0
8.709,0.628,-0.628,0,425.25654,20.65895,-20.65895,0
14.986,1.143,-0.549,0,629.30340,24.47291,-24.47291,0
14.897,0.841,-0.841,0,629.14449,24.15508,-24.15508,0
13.092,0.336,-0.336,0,427.46300,47.67200,-47.67200,0
13.092,0.336,-0.336,0,486.27990,38.13960,-73.10090,0
10.682,0.538,-0.325,0,870.85420,34.96130,-34.96130,0
20.849,3.363,-4.484,0,467.21010,22.88376,-22.88376,0
15.637,0.639,-0.639,0,718.29580,54.03110,-54.03110,0
16.668,0.874,-0.605,0,775.50520,57.20940,-57.20940,0
14.123,1.121,-1.121,0,194.82979,13.34886,-13.34886,0
19.616,2.354,-2.354,0,206.58950,24.15508,-24.15508,0
16.814,2.242,-1.233,0,168.44990,41.31790,-41.31790,0
13.384,0.785,-0.785,0,213.58176,27.65121,-27.65121,0
14.022,0.684,-0.684,0,207.54299,20.02329,-20.02329,0
15.480,0.392,-0.392,0,340.39593,43.22488,-43.22488,0
15.480,0.392,-0.392,0,349.61300,57.20940,-60.38770,0
11.097,2.130,-2.130,0,174.80650,73.10090,-73.10090,0
15.480,0.392,-0.392,0,340.38200,43.22300,-43.22300,0
13.171,0.583,-0.583,0,224.38798,12.39537,-12.39537,0
18.383,2.466,-2.466,0,279.69040,38.13960,-38.13960,0
14.000,1.614,-1.076,0,292.40360,31.78300,-31.78300,0
13.787,1.255,-0.908,0,378.85336,16.84499,-16.84499,0
16.029,2.130,-2.130,0,299.07803,22.88376,-22.88376,0
16.410,0.773,-0.493,0,388.38826,24.79074,-24.79074,0
13.843,0.482,-0.482,0,1022.14128,19.70546,-19.70546,0
6.793,0.179,-0.179,0,31.46517,13.34886,-13.34886,0
6.882,0.191,-0.191,0,23.51942,3.49613,-3.49613,0
17.598,1.345,-1.345,0,200.23290,41.31790,-41.31790,0
11.433,0.415,-0.415,0,416.03947,12.71320,-12.39537,0
11.433,0.415,-0.415,0,420.47100,8.89900,-8.89900,0
17.710,1.793,-1.345,0,505.34970,76.27920,-76.27920,0
14.908,3.251,-2.242,0,3082.95100,508.52800,-508.52800,0
15.693,2.802,-1.569,0,597.52040,47.67450,-47.67450,0
13.227,0.560,-0.560,0,82.95363,17.16282,-17.16282,0
11.960,1.401,-0.796,0,177.98480,34.96130,-34.96130,0
14.415,1.042,-1.042,0,222.48100,47.67450,-47.67450,0
10.122,0.650,-0.504,0,54.98459,19.70546,-19.70546,0
12.520,0.157,-0.157,0,117.27927,9.85273,-6.67443,0
8.967,0.168,-0.168,0,77.23269,6.99226,-9.53490,0
8.575,0.146,-0.146,0,112.19399,12.07754,-8.58141,0
10.223,0.280,-0.280,0,75.32300,3.81400,-3.91400,0
10.223,0.280,-0.280,0,75.64354,4.44962,-4.44962,0
12.666,0.841,-0.841,0,123.95370,31.78300,-31.78300,0
15.805,2.130,-2.130,0,244.09344,14.30235,-14.30235,0
15.491,0.964,-0.964,0,711.93920,47.67450,-47.67450,0
15.020,0.628,-0.628,0,189.10885,28.28687,-28.28687,0
11.377,0.269,-0.269,0,239.32479,18.11622,-18.11622,0
11.960,0.583,-0.583,0,241.55080,31.78300,-31.78300,0
14.022,0.291,-0.291,0,292.72143,24.15508,-24.15508,0
18.921,0.437,-0.616,0,191.33366,11.12405,-11.12405,0
12.767,0.314,-0.314,0,1000.21101,23.20159,-23.20159,0
12.274,0.695,-0.695,0,327.36490,73.10090,-73.10090,0
12.621,0.863,-0.863,0,256.17098,21.93027,-21.93027,0
11.187,0.213,-0.213,0,101.38777,22.24810,-22.24810,0
12.924,0.594,-0.594,0,210.40346,17.48065,-17.48065,0
13.395,0.751,-0.751,0,1080.62200,44.49620,-44.49620,0
11.825,0.280,-0.280,0,56.89157,,,0
13.529,0.437,-0.437,0,305.11680,38.13960,-38.13960,0
18.820,0.908,-0.908,0,305.11680,63.56600,-63.56600,0
16.825,0.560,-0.560,0,260.93843,26.37989,-26.37989,0
15.816,0.942,-0.942,0,1694.03390,216.12440,-216.12440,0
18.887,0.527,-0.527,0,460.85350,38.13960,-38.13960,0
13.809,0.437,-0.325,0,410.00070,18.75197,-18.75197,0
10.593,0.247,-0.247,0,183.38791,,,0
6.311,0.516,-0.381,0,38.13960,3.81396,-3.81396,0
6.311,0.516,-0.381,0,39.09309,4.44962,-4.44962,0
15.513,0.886,-0.829,0,4100.00700,572.09400,-508.52800,0
11.478,0.202,-0.202,0,117.59710,76.27920,-76.27920,0
8.097,0.036,-0.036,0,39.85588,1.23954,-1.23954,0
11.568,0.235,-0.235,0,464.02947,44.49598,-44.49598,0
9.909,0.146,-0.146,0,156.05375,12.39531,-12.39531,0
12.094,0.347,-0.347,0,835.57088,28.28673,-28.28673,0
13.058,0.235,-0.235,0,436.69623,31.78284,-23.51930,0
9.785,1.345,-0.841,0,46.08535,8.26358,-8.26358,0
9.785,1.379,-0.841,0,43.86054,6.03877,-6.03877,0
11.938,1.098,-1.098,0,261.57409,13.03103,-12.39537,0
13.141,0.110,-0.110,0,259.34928,12.07754,-12.07754,0
11.938,1.098,-1.098,0,266.02371,9.21707,-9.21707,0
2.440,0.170,-0.170,0,12.60000,3.20000,-3.20000,0
4.350,0.230,-0.230,0,15.20000,3.70000,-3.70000,0
2.050,0.120,-0.120,0,4.55000,0.62000,-0.62000,0
11.209,0.336,-0.336,0,2542.62726,317.82841,-317.82841,0
1.664,0.043,-0.043,0,4.72000,0.42000,-0.42000,0
1.482,0.058,-0.056,0,4.62000,0.45000,-0.44000,0
2.916,0.075,-0.073,0,11.24000,0.65000,-0.63000,0
2.608,0.078,-0.077,0,11.29000,0.73000,-0.69000,0
2.562,0.088,-0.079,0,8.82000,0.93000,-0.92000,0
1.310,0.060,-0.050,0,4.04000,0.55000,-0.55000,0
11.467,0.146,-0.146,0,116.64361,6.99226,-7.31009,0
11.500,0.280,-0.303,0,131.89945,6.35660,-6.35660,0
8.295,0.224,-0.224,0,120.77540,19.06980,-19.06980,0
9.090,0.325,-0.303,0,102.34126,4.44962,-3.81396,0
9.113,0.303,-0.280,0,116.95700,4.13200,-4.44900,0
6.837,1.110,-0.807,0,113.14748,4.13179,-3.49613,0
7.331,0.673,-0.504,0,114.10097,6.99226,-6.67443,0
3.410,0.140,-0.120,0,11.56000,6.58000,-6.14000,0
5.830,0.140,-0.140,0,27.50000,,,1
1.699,0.062,-0.059,0,7.20000,0.81000,-0.81000,0
1.640,0.060,-0.060,0,7.51000,1.09000,-1.01000,0
2.522,0.106,-0.102,0,8.79000,1.68000,-1.68000,0
2.390,0.120,-0.120,0,8.11000,1.82000,-1.69000,0
11.430,0.900,-0.900,0,1023.37000,25.43000,-25.43000,0
12.184,0.074,-0.074,0,1028.18005,10.17056,-10.17056,0
12.274,0.224,-0.224,0,1014.15300,10.48800,-10.48800,0
11.938,0.404,-0.404,0,1036.76146,36.23262,-36.23262,0
12.330,0.336,-0.336,0,1115.58330,66.74430,-66.74430,0
3.530,0.130,-0.110,0,11.20000,5.40000,-5.40000,0
3.550,0.150,-0.120,0,19.70000,4.00000,-3.90000,0
2.700,0.050,-0.050,0,25.50000,4.60000,-4.60000,0
2.600,0.150,-0.130,0,24.10000,7.10000,-7.70000,0
12.778,,,0,362.32620,,,0
13.630,0.269,-0.269,0,369.30300,18.43300,-18.43300,0
12.666,0.112,-0.112,0,359.14790,25.42640,-25.42640,0
12.756,0.303,-0.303,0,356.92309,14.30235,-14.30235,0
12.300,,,0,349.60000,,,0
12.902,0.426,-0.426,0,365.50450,12.39537,-12.39537,0
12.543,0.426,-0.426,0,370.58978,16.52716,-15.57367,0
12.756,0.303,-0.303,0,363.58200,18.11600,-18.11600,0
14.120,0.340,-0.340,0,365.49000,12.71000,-12.71000,0
3.410,0.075,-0.075,0,10.00000,0.70000,-0.70000,0
3.390,0.070,-0.070,0,10.40000,0.90000,-0.90000,0
3.195,0.075,-0.075,0,8.00000,1.00000,-1.00000,0
3.080,0.070,-0.070,0,7.20000,1.40000,-1.40000,0
2.995,0.070,-0.070,0,2.80000,0.60000,-0.60000,0
3.040,0.070,-0.070,0,5.80000,,,1
17.318,0.583,-0.673,0,323.23311,22.24810,-21.61244,0
14.460,0.673,-0.448,0,3496.11248,1271.31363,-953.48522,0
1.720,0.070,-0.070,0,7.42000,1.09000,-1.09000,0
14.011,0.224,-0.224,0,8899.19540,699.22250,-667.43965,0
16.365,2.018,-0.673,0,4036.42077,381.39409,-317.82841,0
2.250,0.120,-0.100,0,6.10000,1.60000,-1.60000,0
2.501,0.082,-0.078,0,14.40000,1.60000,-1.60000,0
15.805,0.673,-0.673,0,235.19420,19.06980,-19.06980,0
15.233,0.179,-0.213,0,217.70400,4.76700,-4.44900,0
15.244,,,0,219.30270,,,0
15.920,1.120,-1.120,0,197.05000,15.89000,-15.89000,0
15.917,1.121,-1.457,0,217.71355,6.35660,-6.35660,0
15.581,0.224,-0.224,0,232.01590,12.71320,-12.71320,0
15.233,0.179,-0.213,0,216.76006,4.44962,-4.76745,0
14.240,0.220,-0.220,0,200.22000,,,0
16.264,0.829,-0.829,0,203.40000,28.60000,-28.60000,0
15.700,,,0,219.29000,,,0
15.468,0.191,-0.191,0,226.93062,5.40311,-5.40311,0
1.745,0.051,-0.052,0,8.83000,0.66000,-0.65000,0
0.892,0.064,-0.058,0,3.70000,,,1
1.602,0.055,-0.055,0,4.74000,0.19000,-0.19000,0
1.511,0.047,-0.047,0,4.36000,0.22000,-0.22000,0
1.610,0.020,-0.020,-1,16.17000,0.64000,-0.64000,-1
1.310,0.020,-0.020,-1,7.30000,0.40000,-0.40000,-1
4.710,0.170,-0.170,0,16.60000,1.30000,-1.30000,0
9.170,0.340,-0.310,0,60.50000,5.70000,-5.70000,0
2.607,0.060,-0.060,0,26.57000,,,1
1.872,1.321,-1.321,0,17.92000,1.41000,-14.00000,0
2.000,0.110,-0.100,0,8.32000,0.78000,-0.79000,0
2.149,0.345,-0.345,0,17.18000,1.07000,-13.77000,0
1.870,0.120,-0.110,0,3.41000,0.88000,-0.81000,0
0.750,0.067,-0.057,0,0.55000,0.21000,-0.20000,0
0.818,0.080,-0.065,0,0.72000,0.28000,-0.27000,0
1.137,0.084,-0.077,0,0.77000,0.44000,-0.40000,0
1.240,0.023,-0.023,0,2.14000,0.34000,-0.34000,0
1.533,0.051,-0.046,0,3.09000,0.48000,-0.48000,0
16.141,0.560,-0.560,0,371.86110,38.13960,-38.13960,0
2.199,0.098,-0.100,0,18.49600,9.12000,-7.60900,0
4.230,0.110,-0.110,0,7.94300,4.22700,-3.04600,0
3.250,0.110,-0.110,0,5.68100,2.73800,-2.11000,0
1.574,0.054,-0.054,0,5.69000,0.44000,-0.44000,0
1.626,0.048,-0.054,0,5.59000,0.98000,-0.96000,0
1.700,0.180,-0.150,0,5.02000,0.38000,-0.38000,0
1.670,0.170,-0.100,0,4.97000,0.24000,-0.23000,0
1.627,0.083,-0.058,0,4.73000,0.28000,-0.29000,0
3.010,0.420,-0.280,0,9.80000,1.30000,-1.24000,0
3.000,0.450,-0.210,0,11.13000,0.78000,-0.74000,0
2.923,0.098,-0.109,0,10.67000,0.85000,-0.81000,0
2.740,0.106,-0.100,0,8.33000,1.79000,-1.85000,0
9.718,0.303,-0.280,0,77.55052,6.67443,-6.67443,0
2.450,0.050,-0.050,0,7.80000,1.50000,-1.40000,0
2.990,0.140,-0.140,0,10.80000,1.80000,-1.80000,0
2.900,0.130,-0.130,0,11.10000,2.40000,-2.40000,0
2.790,0.100,-0.100,0,10.20000,3.40000,-3.10000,0
2.390,0.100,-0.090,0,9.70000,1.80000,-1.70000,0
11.243,0.258,-0.258,0,1308.18828,30.82951,-31.78300,0
11.243,0.303,-0.303,0,1307.55262,49.26365,-49.26365,0
11.994,0.336,-0.336,0,1392.09540,235.19420,-235.19420,0
10.980,0.340,-0.340,0,1252.20000,34.96000,-34.96000,0
1.613,0.071,-0.071,0,5.72000,0.36000,-0.35000,0
1.613,0.071,-0.071,0,5.60000,0.43000,-0.43000,0
2.160,0.080,-0.080,0,7.25000,1.19000,-1.12000,0
7.398,0.314,-0.336,0,34.96130,5.40311,-5.72094,0
7.263,0.325,-0.314,0,38.45743,5.72094,-6.03877,0
6.860,0.140,-0.140,0,35.70000,3.30000,-3.30000,0
1.350,0.042,-0.042,0,7.80000,3.20000,-3.20000,0
3.228,0.059,-0.059,0,19.20000,4.10000,-4.10000,0
3.890,0.190,-0.200,0,42.44000,2.22000,-2.08000,0
2.120,0.060,-0.060,0,8.30000,1.10000,-1.10000,0
2.354,0.112,-0.112,0,8.88263,1.23087,-1.23087,0
2.247,0.098,-0.095,0,7.55000,0.83000,-0.79000,0
2.341,0.170,-0.150,0,7.86000,0.73000,-0.73000,0
2.466,0.112,-0.112,0,12.71320,3.17830,-3.17830,0
2.530,0.180,-0.180,0,10.10000,1.20000,-1.10000,0
2.530,0.180,-0.180,0,11.82000,1.33000,-1.33000,0
3.480,0.070,-0.080,0,9.60000,0.80000,-0.80000,0
1.580,0.100,-0.110,0,4.50000,0.30000,-0.30000,0
1.370,0.110,-0.110,0,5.10000,0.40000,-0.40000,0
22.754,6.837,-5.492,0,1021.18779,24.79074,-24.79074,0
16.814,1.121,-1.121,0,2860.47000,953.49000,-953.49000,0
22.418,5.604,-5.604,0,7945.71018,1589.14204,-1589.14204,0
3.000,0.320,-0.280,0,379.00000,,,1
3.900,0.044,-0.044,0,10.00000,3.10000,-3.10000,0
3.343,0.039,-0.039,0,18.30000,1.70000,-1.70000,1
2.740,0.130,-0.130,0,20.00000,1.50000,-1.50000,0
11.777,1.527,-0.654,0,6991.57000,2996.39000,-2996.39000,0
12.442,1.233,-1.233,0,9534.90000,4767.45000,-4767.45000,0
13.000,1.000,-1.000,0,2000.00000,1000.00000,-600.00000,0
13.000,1.000,0.000,0,3000.00000,1000.00000,-1000.00000,0
13.000,1.000,0.000,0,3000.00000,1000.00000,-1000.00000,0
13.115,1.457,-1.233,0,3178.30000,2224.81000,-1271.32000,0
3.840,0.350,-0.340,0,27.00000,17.00000,-16.00000,0
3.880,0.160,-0.160,0,21.80000,6.20000,-6.20000,0
3.590,0.440,-0.390,0,30.00000,19.00000,-19.00000,0
16.141,1.681,-1.681,0,266.97720,25.42640,-25.42640,0
5.280,0.540,-0.540,0,59.40000,4.40000,-4.40000,0
2.592,0.098,-0.097,0,15.90000,2.70000,-2.70000,0
2.592,0.098,-0.098,0,16.70000,3.20000,-3.20000,0
1.820,0.110,-0.090,0,5.58000,0.74000,-0.73000,0
1.820,0.110,-0.090,0,5.29000,0.76000,-0.77000,0
1.900,0.200,-0.200,0,8.60000,3.90000,-3.90000,0
10.424,1.121,-0.785,0,410.00070,41.31790,-44.49620,0
10.559,0.359,-0.224,0,587.98550,73.10090,-69.92260,0
10.447,0.347,-0.347,0,638.83510,38.13941,-38.13941,0
12.498,0.639,-0.684,0,266.97720,57.20940,-63.56600,0
2.440,0.300,-0.140,0,5.20000,,,1
1.690,0.085,-0.058,0,7.90000,1.30000,-1.30000,0
1.810,0.160,-0.120,0,6.50000,1.60000,-1.60000,0
1.651,0.065,-0.056,0,6.30000,1.40000,-1.40000,0
12.207,0.067,-0.067,0,157.32585,2.16124,-2.00233,0
14.572,0.785,-0.785,0,155.73670,19.06980,-19.06980,0
14.572,0.785,-0.785,0,155.73670,19.06980,-19.06980,0
1.014,0.050,-0.049,0,4.30000,,,1
3.000,0.130,-0.130,0,18.10000,1.90000,-1.80000,0
1.565,0.077,-0.076,0,3.00000,,,1
0.890,0.090,-0.090,0,158.91500,,,1
1.510,0.110,-0.084,0,3.10000,1.05000,-1.05000,0
2.299,0.120,-0.087,0,6.31000,1.13000,-1.23000,0
2.390,0.104,-0.084,0,7.92000,1.39000,-1.35000,0
3.390,0.156,-0.110,0,12.97000,1.98000,-1.99000,0
2.904,0.164,-0.111,0,1.63000,2.12000,-1.18000,0
3.013,0.303,-0.251,0,4.32000,5.26000,-3.03000,0
9.057,0.381,-0.370,0,123.00021,26.37989,-23.83725,0
12.274,0.202,-0.202,0,323.86877,22.24810,-22.24810,0
13.563,1.009,-1.009,0,295.58042,12.71314,-12.71314,0
1.493,0.041,-0.035,0,5.16000,0.35000,-0.34000,0
1.540,0.100,-0.090,0,5.31000,0.46000,-0.46000,0
1.510,0.050,-0.050,0,4.97000,0.35000,-0.34000,0
1.510,0.050,-0.050,0,5.08000,0.41000,-0.41000,0
7.000,4.600,-2.800,0,7.40000,,,1
7.000,4.600,-2.800,0,8.00000,,,1
2.250,0.100,-0.100,0,5.60000,0.70000,-0.70000,0
2.050,0.060,-0.060,0,5.77000,0.18000,-0.18000,0
2.590,1.810,-0.390,0,7.10000,0.90000,-0.90000,0
2.190,0.070,-0.070,0,7.49000,0.24000,-0.24000,0
2.300,0.210,-0.140,0,6.50000,1.60000,-1.50000,0
2.610,0.087,-0.087,0,8.63000,1.35000,-1.35000,0
2.380,0.220,-0.220,0,7.96000,1.91000,-1.91000,0
2.370,0.220,-0.220,0,8.92000,1.70000,-1.60000,0
2.242,0.123,-0.123,0,11.44182,1.90697,-1.90697,0
2.690,0.070,-0.050,0,20.00000,5.00000,-5.00000,0
7.740,0.390,-0.390,0,28.50000,5.40000,-5.00000,0
7.000,0.200,-0.200,0,32.40000,1.70000,-1.70000,0
7.460,0.760,-0.760,0,44.00000,12.00000,-12.00000,0
4.860,0.620,-0.440,0,25.60000,7.10000,-7.10000,0
4.510,0.470,-0.470,0,15.90000,7.70000,-2.80000,0
4.100,0.200,-0.200,0,10.80000,0.60000,-0.60000,0
1.110,0.050,-0.050,0,10.00000,,,1
1.140,0.130,-0.130,0,14.00000,,,1
1.730,0.050,-0.040,0,6.90000,1.80000,-1.80000,0
2.850,0.100,-0.090,0,12.40000,2.30000,-2.30000,0
1.750,0.170,-0.100,0,8.00000,1.60000,-1.60000,0
2.500,0.400,-0.400,1,444.96200,,,1
2.350,0.080,-0.070,0,8.70000,1.70000,-1.70000,0
1.197,0.045,-0.048,0,2.49000,0.42000,-0.43000,0
1.164,0.066,-0.048,0,2.59000,0.43000,-0.43000,0
2.120,0.110,-0.080,0,21.30000,,,1
11.859,0.258,-0.247,0,123.00021,13.98452,-13.34886,0
11.209,0.247,-0.224,0,126.49634,11.75971,-11.75971,0
1.343,0.018,-0.016,0,11.26000,,,1
1.281,0.022,-0.021,0,12.81000,,,1
2.358,0.043,-0.036,0,21.14000,,,1
16.197,0.549,-0.504,0,433.20012,34.96112,-29.24021,0
18.405,0.560,-0.560,0,392.83788,13.98452,-13.98452,0
18.495,0.785,-0.897,0,508.52800,34.96130,-34.96130,0
14.572,1.681,-1.569,0,273.33380,41.31790,-38.13960,0
5.400,0.200,-0.200,0,19.00000,2.20000,-2.10000,0
5.680,0.560,-0.560,0,21.00000,5.40000,-5.40000,0
5.680,0.560,-0.560,0,19.80000,4.50000,-4.40000,0
7.500,0.300,-0.300,0,15.40000,1.90000,-1.80000,0
7.820,0.720,-0.720,0,27.00000,6.90000,-6.90000,0
7.820,0.720,-0.720,0,26.00000,5.80000,-6.10000,0
3.440,0.120,-0.120,0,24.50000,5.70000,-5.20000,0
17.396,0.538,-0.639,0,451.31860,98.52730,-101.70560,0
9.528,0.392,-0.381,0,59.75174,7.94571,-7.94571,0
9.505,0.392,-0.359,0,67.69745,8.26354,-8.89920,0
9.528,0.291,-0.247,0,70.87609,9.85273,-9.85273,0
2.410,0.120,-0.120,0,14.90000,2.10000,-2.10000,0
2.410,0.120,-0.120,0,14.80000,3.10000,-3.10000,0
1.710,0.110,-0.110,0,6.54000,0.84000,-0.84000,0
2.930,0.140,-0.120,0,8.90000,5.70000,-3.80000,0
2.730,0.140,-0.110,0,14.30000,6.40000,-5.00000,0
4.480,0.230,-0.230,0,30.90000,4.60000,-4.60000,0
4.450,0.330,-0.330,0,29.10000,7.50000,-7.40000,0
7.500,0.440,-0.440,0,37.10000,5.60000,-5.60000,0
2.590,0.060,-0.060,0,9.68000,1.21000,-1.37000,0
3.530,0.080,-0.080,0,15.68000,2.28000,-2.13000,0
2.480,0.060,-0.060,0,6.50000,,,1
1.950,0.050,-0.050,0,10.70000,,,1
9.494,0.146,-0.146,0,100.11645,8.58141,-8.58141,0
13.339,0.224,-0.224,0,232.01590,12.71320,-12.71320,0
11.209,0.796,-0.751,0,194.82979,8.58141,-8.26358,0
3.060,0.160,-0.160,0,10.90000,,,1
11.276,0.560,-0.560,0,246.00042,14.93801,-14.93801,0
1.589,0.095,-0.072,0,6.49000,1.16000,-1.16000,0
1.582,0.037,-0.042,0,6.40000,1.10000,-1.10000,0
2.630,0.110,-0.100,0,24.50000,4.40000,-4.40000,0
10.054,0.123,-0.056,0,106.47305,19.70546,-19.70546,0
2.290,0.230,-0.230,0,6.60000,1.10000,-1.10000,0
2.078,0.180,-0.093,0,8.40000,2.10000,-2.10000,0
2.140,0.270,-0.260,0,8.10000,2.00000,-1.90000,0
2.078,0.076,-0.067,0,5.11000,0.65000,-0.64000,0
2.250,0.230,-0.230,0,6.47000,1.00000,-0.99000,0
1.720,0.230,-0.220,0,4.20000,,,1
1.770,0.180,-0.180,0,3.10000,1.30000,-1.20000,0
1.582,0.057,-0.051,0,2.68000,0.85000,-0.85000,0
1.690,0.170,-0.170,0,3.30000,1.20000,-1.20000,0
1.644,0.160,-0.065,0,2.10000,2.10000,-1.30000,0
1.520,0.210,-0.200,0,7.50000,3.00000,-3.00000,0
1.530,0.110,-0.110,0,11.10000,3.50000,-3.50000,0
1.458,0.056,-0.051,0,2.20000,,,1
1.650,0.170,-0.170,0,1.80000,,,1
1.620,0.180,-0.180,0,1.60000,,,1
11.646,0.560,-0.572,0,184.02357,8.89924,-8.58141,0
13.406,0.673,-0.673,0,198.00809,9.85273,-9.85273,0
11.982,0.258,-0.213,0,187.20187,7.31009,-6.99226,0
11.882,3.923,-3.923,0,563.83042,25.10857,-25.10857,0
5.130,0.280,-0.280,0,16.50000,2.70000,-2.70000,0
5.380,0.350,-0.350,0,21.10000,5.90000,-5.90000,0
5.299,0.191,-0.191,0,15.00000,1.80000,-1.70000,0
3.480,0.970,-0.420,0,8.10000,,,1
3.134,0.123,-0.102,0,8.10000,2.40000,-2.40000,0
3.010,0.250,-0.250,0,12.10000,,,1
3.484,0.112,-0.129,0,6.70000,2.50000,-2.50000,0
3.750,0.400,-0.400,0,35.00000,,,1
3.430,0.350,-0.350,0,10.30000,4.70000,-4.70000,0
1.212,0.052,-0.046,0,2.10000,1.30000,-1.10000,0
8.676,0.291,-0.269,0,82.63580,6.35660,-6.99226,0
5.040,0.340,-0.370,0,1175.97100,,,1
5.760,0.620,-0.580,0,1144.18800,,,1
11.994,2.466,-2.466,0,352.79130,149.38010,-149.38010,0
16.141,1.793,-1.793,0,563.51259,27.33338,-27.33338,0
15.132,0.751,-0.751,0,559.38080,41.31790,-41.31790,0
15.435,1.569,-1.457,0,539.67534,19.38763,-15.89150,0
1.430,0.080,-0.080,0,4.30000,1.40000,-1.40000,0
1.430,0.080,-0.080,0,3.90000,1.10000,-1.10000,0
3.200,0.300,-0.300,0,7.90000,2.80000,-2.80000,0
3.200,0.300,-0.300,0,7.80000,2.30000,-2.30000,0
1.540,0.140,-0.140,0,7.30000,1.10000,-1.00000,0
1.906,0.336,-0.336,0,19.06980,9.53490,-9.53490,0
1.550,0.160,-0.160,0,12.00000,2.90000,-2.90000,0
1.655,0.096,-0.096,0,7.70000,1.20000,-1.10000,0
2.290,0.260,-0.260,0,8.30000,1.30000,-1.30000,0
2.420,0.290,-0.290,0,9.90000,4.60000,-4.60000,0
2.490,0.220,-0.220,0,7.40000,1.40000,-1.30000,0
6.277,1.681,-1.681,0,28.60470,15.89150,-15.89150,0
5.710,0.630,-0.630,0,39.80000,4.40000,-4.40000,0
8.200,1.100,-1.100,0,50.30000,9.70000,-9.40000,0
1.015,0.051,-0.005,0,7.50000,,,1
2.660,0.190,-0.140,0,1652.70772,,,1
3.310,0.140,-0.120,0,699.22250,,,1
7.656,0.415,-0.415,0,135.39558,11.75971,-11.75971,0
2.490,0.340,-0.240,0,21.30000,3.60000,-3.60000,0
2.300,0.160,-0.160,0,603.87700,,,1
4.090,0.170,-0.120,0,9.20000,2.40000,-2.40000,0
14.684,1.233,-1.233,0,152.55840,22.24810,-22.24810,0
14.684,1.233,-1.233,0,152.55840,22.24810,-22.24810,0
14.684,1.233,-1.233,0,349.61300,34.96130,-34.96130,0
4.300,0.300,-0.200,0,32.20000,8.10000,-8.10000,0
14.460,0.560,-0.560,0,308.29510,28.60470,-28.60470,0
12.442,0.359,-0.247,0,8654.15000,158.90800,-152.55200,0
15.681,0.773,-0.549,0,215.80657,12.39537,-12.07754,0
15.132,1.121,-1.121,0,54.34893,4.76745,-4.76745,0
15.356,1.681,-1.345,0,61.97685,6.03877,-5.72094,0
